rxnid,Reactant1,Reactant2,Product,Additive,Solvent,Yield
train22042,C1COCCN1,C[C@H]1OC(=O)N(c2cc(Br)nc(Br)n2)[C@H]1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,C[C@H]1OC(=O)N(c2cc(Br)nc(N3CCOCC3)n2)[C@H]1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CCN(C(C)C)C(C)C,CC#N,0.12
train22043,C[C@H]1COCCN1,Clc1cc(N2CCOCC2)nc(Cl)n1,C[C@H]1COCCN1c1cc(N2CCOCC2)nc(Cl)n1,CCN(C(C)C)C(C)C,CCO,0.48
train22044,C[C@H]1COCCN1,Clc1cc(N2CCOCC2)nc(Cl)n1,C[C@H]1COCCN1c1cc(N2CCOCC2)nc(Cl)n1,CCN(C(C)C)C(C)C,CN(C)C=O,0.54
train22045,c1cn[nH]c1,Clc1cc(Cl)nc(Cl)n1,Clc1cc(-n2cccn2)nc(Cl)n1,CCN(C(C)C)C(C)C,C1CCOC1,0.62
train22046,c1cn[nH]n1,Clc1cc(Cl)nc(Cl)n1,Clc1cc(-n2nccn2)nc(Cl)n1,CCN(C(C)C)C(C)C,C1CCOC1,0.42
train22047,c1ccc2n[nH]cc2c1,Clc1cc(Cl)nc(Cl)n1,Clc1cc(-n2cc3ccccc3n2)nc(Cl)n1,CCN(C(C)C)C(C)C,C1CCOC1,0.6
train22048,c1ccc2n[nH]cc2c1,Clc1cc(Cl)nc(Cl)n1,Clc1cc(-n2cc3ccccc3n2)nc(Cl)n1,O=C([O-])[O-].[Cs+].[Cs+],C1CCOC1,0.63
train22049,C1O[C@H]2CN[C@@H]1C2,Clc1cc(N2CCOCC2)nc(Cl)n1,Clc1cc(N2CCOCC2)nc(N2C[C@H]3C[C@@H]2CO3)n1,CCN(CC)CC.[I-].[Na+],C1CCOC1.CCO,0.6622
train22050,CS(=O)(=O)N1CCNCC1,Clc1cc(N2CCOCC2)nc(Cl)n1,CS(=O)(=O)N1CCN(c2nc(Cl)cc(N3CCOCC3)n2)CC1,CCN(CC)CC.[I-].[Na+],C1CCOC1.CCO,0.5065
train22051,CS(=O)(=O)N1CCNCC1,Clc1cc(N2CCOCC2)nc(Cl)n1,CS(=O)(=O)N1CCN(c2nc(Cl)cc(N3CCOCC3)n2)CC1,CCN(C(C)C)C(C)C.[I-].[Na+],C1CCOC1.CCO,0.5065
train22052,C[C@@H]1CNC[C@H](C)O1,Clc1cc(Cl)nc(Cl)n1,C[C@@H]1CN(c2cc(Cl)nc(Cl)n2)C[C@H](C)O1,CCN(C(C)C)C(C)C,ClCCl,0.6909
train22053,C1CO[C@@H]2CNC[C@@H]2O1,Clc1cc(Cl)nc(Cl)n1,Clc1cc(N2C[C@@H]3OCCO[C@@H]3C2)nc(Cl)n1,CCN(C(C)C)C(C)C,ClCCl,0.6581
train22054,C1CO[C@@H]2CNC[C@H]2O1,Clc1cc(Cl)nc(Cl)n1,Clc1cc(N2C[C@H]3OCCO[C@@H]3C2)nc(Cl)n1,CCN(C(C)C)C(C)C,ClCCl,0.6028
train22055,C1COCCN1,Clc1cc(N2CCOCC2)nc(Cl)n1,Clc1cc(N2CCOCC2)nc(N2CCOCC2)n1,CCN(CC)CC.[I-].[Na+],C1CCOC1.CCO,0.645
train22056,C1COCCN1,C[C@@H]1CN(c2cc(Cl)nc(Cl)n2)C[C@H](C)O1,C[C@@H]1CN(c2cc(Cl)nc(N3CCOCC3)n2)C[C@H](C)O1,CCN(CC)CC.[I-].[Na+],C1CCOC1.CCO,0.7845
train22057,C1COCCN1,Clc1cc(N2C[C@@H]3OCCO[C@@H]3C2)nc(Cl)n1,Clc1cc(N2C[C@@H]3OCCO[C@@H]3C2)nc(N2CCOCC2)n1,CCN(CC)CC.[I-].[Na+],C1CCOC1.CCO,0.7237
train22058,C[C@@H]1CNC[C@H](C)O1,Clc1cc(N2CCOCC2)nc(Cl)n1,C[C@@H]1CN(c2nc(Cl)cc(N3CCOCC3)n2)C[C@H](C)O1,CCN(CC)CC.[I-].[Na+],C1CCOC1.CCO,0.5821
train22059,C1CO[C@@H]2CNC[C@@H]2O1,Clc1cc(N2CCOCC2)nc(Cl)n1,Clc1cc(N2CCOCC2)nc(N2C[C@@H]3OCCO[C@@H]3C2)n1,CCN(CC)CC.[I-].[Na+],C1CCOC1.CCO,0.6809
train22060,C[C@@H]1CNC[C@H](C)O1,C[C@@H]1CN(c2cc(Cl)nc(Cl)n2)C[C@H](C)O1,C[C@@H]1CN(c2cc(Cl)nc(N3C[C@@H](C)O[C@@H](C)C3)n2)C[C@H](C)O1,CCN(CC)CC.[I-].[Na+],C1CCOC1.CCO,0.8615
train22061,C1CO[C@@H]2CNC[C@@H]2O1,C[C@@H]1CN(c2cc(Cl)nc(Cl)n2)C[C@H](C)O1,C[C@@H]1CN(c2cc(Cl)nc(N3C[C@@H]4OCCO[C@@H]4C3)n2)C[C@H](C)O1,CCN(CC)CC.[I-].[Na+],C1CCOC1.CCO,0.7445
train22062,C1CC(N2CCOCC2)CCN1,Clc1cc(Cl)nc(Cl)n1,Clc1cc(N2CCC(N3CCOCC3)CC2)nc(Cl)n1,CCN(CC)CC,CCO,0.42
train22063,c1ccc2c(c1)CCNC2,Clc1cc(Cl)nc(Cl)n1,Clc1cc(N2CCc3ccccc3C2)nc(Cl)n1,CCN(CC)CC,CCO,0.64
train22064,CNC1CCN(c2ccc(C#N)cn2)CC1,Clc1ncc(Cl)c(Cl)n1,CN(c1nc(Cl)ncc1Cl)C1CCN(c2ccc(C#N)cn2)CC1,CCN(CC)CC,CC(C)O,0.72
train22065,CNc1ccc(Cl)nn1,Clc1ccc2ccnc(Cl)c2c1,CN(c1ccc(Cl)nn1)c1nccc2ccc(Cl)cc12,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C([O-])[O-].[Cs+].[Cs+].[Pd].[Pd],C1COCCO1,0.53
train22066,CC(C)(C)OC(=O)N1CCNCC1,Clc1ccc2ccnc(Cl)c2c1,CC(C)(C)OC(=O)N1CCN(c2nccc3ccc(Cl)cc23)CC1,O=C([O-])[O-].[K+].[K+],CS(C)=O,0.93
train22067,CNCCN(C)C,COc1cc(F)c([N+](=O)[O-])cc1Nc1ncc2cccc(-c3cccc(F)c3)c2n1,COc1cc(N(C)CCN(C)C)c([N+](=O)[O-])cc1Nc1ncc2cccc(-c3cccc(F)c3)c2n1,CCN(C(C)C)C(C)C,CN(C)C=O,0.6
train22068,CNc1ccc(Cl)cc1Cl,Clc1nc(C(Cl)(Cl)Cl)nc2ccccc12,CN(c1ccc(Cl)cc1Cl)c1nc(C(Cl)(Cl)Cl)nc2ccccc12,Cl,CC(C)O,0.15
train22069,c1ccc2c(c1)[nH]c1ccc(-c3ccc4[nH]c5ccccc5c4c3)cc12,N#Cc1ccc(F)cc1C(F)(F)F,N#Cc1ccc(-n2c3ccccc3c3cc(-c4ccc5c(c4)c4ccccc4n5-c4ccc(C#N)c(C(F)(F)F)c4)ccc32)cc1C(F)(F)F,O=C([O-])[O-].[K+].[K+],CS(C)=O,0.92
train22070,c1ccc2c(c1)[nH]c1ccccc12,Clc1cc(Cl)nc(Cl)n1,Clc1cc(-n2c3ccccc3c3ccccc32)nc(Cl)n1,[H-].[Na+],CN(C)C=O.CN(C)C=O,0.81
train22071,c1ccc(Nc2ccccc2)cc1,Clc1cc(Cl)nc(Cl)n1,Clc1cc(N(c2ccccc2)c2ccccc2)nc(Cl)n1,[Li]CCCC,C1CCOC1.C1CCOC1,0.9
train22072,CC(C)(C)OC(=O)N1CCNOCC1,Brc1cc(Br)c2ccccc2n1,CC(C)(C)OC(=O)N1CCON(c2cc(Br)c3ccccc3n2)CC1,CC(C)(C)[O-].CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Na+].[Pd].[Pd],Cc1ccccc1,0.31
train22073,OC[C@@H]1CCCN1,COc1ccc(CNc2nc(Cl)ncc2C(=O)NCc2ncccn2)cc1Cl,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,CCN(CC)CC,C1CCOC1,0.972
train22074,c1ccc2c(c1)[nH]c1ccccc12,Brc1ccc(Br)nc1,Brc1ccc(-n2c3ccccc3c3ccccc32)nc1,O=C([O-])[O-].[Cs+].[Cs+].[Cu+2].[I-].[I-].c1cnc2c(c1)ccc1cccnc12,C1COCCO1,0.702
train22075,c1ccc2c(c1)[nH]c1cccnc12,Brc1ccc(Br)nc1,Brc1ccc(-n2cccc3nc4ccccc4c2-3)nc1,O=C([O-])[O-].[Cs+].[Cs+].[Cu+2].[I-].[I-].c1cnc2c(c1)ccc1cccnc12,C1COCCO1,0.788
train22076,C[C@H]1COCCN1,C[C@H]1COCCN1c1cc(Cl)nc(Cl)n1,C[C@H]1COCCN1c1cc(Cl)nc(N2CCOC[C@@H]2C)n1,CCN(C(C)C)C(C)C,CCO,0.436
train22077,C[C@@H]1COCCN1,Clc1cc(Cl)nc(Cl)n1,C[C@@H]1COCCN1c1cc(Cl)nc(Cl)n1,CCN(CC)CC,CCO,0.71
train22078,C[C@@H]1COCCN1,Clc1cc(Cl)nc(Cl)n1,C[C@@H]1COCCN1c1cc(Cl)nc(Cl)n1,CCN(C(C)C)C(C)C,CCO,0.812
train22079,C[C@@H]1COCCN1,C[C@@H]1COCCN1c1cc(Cl)nc(Cl)n1,C[C@@H]1COCCN1c1cc(Cl)nc(N2CCOC[C@H]2C)n1,O=C([O-])[O-].[Cs+].[Cs+],CN1CCCC1=O,0.318
train22080,OC[C@@H]1CCCN1,Clc1cccc(CCNc2nc(Cl)nc3ccccc23)c1,OC[C@@H]1CCCN1c1nc(NCCc2cccc(Cl)c2)c2ccccc2n1,CCN(C(C)C)C(C)C,CCCCO,0.612
train22081,OCC1CCCCN1,Clc1cccc(CCNc2nc(Cl)nc3ccccc23)c1,OCC1CCCCN1c1nc(NCCc2cccc(Cl)c2)c2ccccc2n1,CCN(C(C)C)C(C)C,CCCCO,0.625
train22082,OC[C@@H]1CCCN1,Clc1nc(NCCc2ccccc2Cl)c2ccccc2n1,OC[C@@H]1CCCN1c1nc(NCCc2ccccc2Cl)c2ccccc2n1,CCN(C(C)C)C(C)C,CCCCO,0.633
train22083,OCC1CCCCN1,Clc1nc(NCCc2ccccc2Cl)c2ccccc2n1,OCC1CCCCN1c1nc(NCCc2ccccc2Cl)c2ccccc2n1,CCN(C(C)C)C(C)C,CCCCO,0.453
train22084,OCC1CCCCN1,Clc1ccc(CNc2nc(Cl)nc3ccccc23)cc1,OCC1CCCCN1c1nc(NCc2ccc(Cl)cc2)c2ccccc2n1,CCN(C(C)C)C(C)C,CCCCO,0.686
train22085,OC[C@@H]1CCCN1,Clc1ccc(CCNc2nc(Cl)nc3ccccc23)cc1,OCC1CCCN1c1nc(NCCc2ccc(Cl)cc2)c2ccccc2n1,CCN(C(C)C)C(C)C,CCCCO,0.785
train22086,OCC1CCCCN1,Clc1ccc(CCNc2nc(Cl)nc3ccccc23)cc1,OCC1CCCCN1c1nc(NCCc2ccc(Cl)cc2)c2ccccc2n1,CCN(C(C)C)C(C)C,CCCCO,0.714
train22087,C1CCNCC1,N#Cc1c(Cl)nc2ccc(Cl)cc2c1-c1ccccc1,N#Cc1c(N2CCCCC2)nc2ccc(Cl)cc2c1-c1ccccc1,CCN(CC)CC,CN(C)C=O,0.85
train22088,CC(C)(C)OC(=O)N1CC2CCNC2C1,Clc1ccc2oc(Cl)nc2c1,CC(C)(C)OC(=O)N1CC2CCN(c3nc4cc(Cl)ccc4o3)C2C1,CCN(CC)CC,ClCCl,0.88
train22089,CCOC(=O)c1cc(C)ccc1NC,O=[N+]([O-])c1cnc(Cl)nc1Cl,CCOC(=O)c1cc(C)ccc1N(C)c1nc(Cl)ncc1[N+](=O)[O-],CCN(C(C)C)C(C)C,C1COCCO1,0.68
train22090,OC1CCNCC1,N#Cc1cc(-c2ccc(F)cc2)c(F)cn1,N#Cc1cc(-c2ccc(F)cc2)c(N2CCC(O)CC2)cn1,CCN(C(C)C)C(C)C,CN1CCCC1=O,0.98
train22091,Cn1nncc1-c1cnc(N)c(OCC2CCNCC2)c1,COC(=O)c1cc(Cl)nc(Cl)n1,COC(=O)c1cc(N2CCC(COc3cc(-c4cnnn4C)cnc3N)CC2)nc(Cl)n1,CCN(C(C)C)C(C)C,C1CCOC1,0.59
train22092,Cc1c(-c2cnc(N)c(OCC3CCNCC3)c2)nnn1C,COC(=O)c1cc(Cl)nc(Cl)n1,COC(=O)c1cc(N2CCC(COc3cc(-c4nnn(C)c4C)cnc3N)CC2)nc(Cl)n1,CCN(C(C)C)C(C)C,C1CCOC1.CO,0.62
train22093,Cn1cc(-c2cnc(N)c(OCC3CCNCC3)c2)nn1,COC(=O)c1cc(Cl)nc(Cl)n1,COC(=O)c1cc(N2CCC(COc3cc(-c4cn(C)nn4)cnc3N)CC2)nc(Cl)n1,CCN(C(C)C)C(C)C,C1CCOC1.CO,0.79
train22094,CCNCC,O=S(=O)(c1ccccc1)c1c(F)c(F)nc(F)c1F,CCN(CC)c1nc(F)c(F)c(S(=O)(=O)c2ccccc2)c1F,O=C([O-])O.[Na+],CC#N,0.15
train22095,CC(C)(C)OC(=O)N[C@@H]1CCNC1,O=Cc1ccc(C(F)(F)F)cc1F,CC(C)(C)OC(=O)N[C@@H]1CCN(c2cc(C(F)(F)F)ccc2C=O)C1,O=C([O-])[O-].[K+].[K+],CS(C)=O,0.7
train22096,C1CCNC1,CC(C)(O)c1nc2c(Cl)nc(Cl)nc2n1C1CCCCO1,CC(C)(O)c1nc2c(N3CCCC3)nc(Cl)nc2n1C1CCCCO1,CCN(C(C)C)C(C)C,CC#N,0.82
train22097,C1CO[C@@H]2CNC[C@H]2O1,Clc1cc(N2CCOCC2)nc(Cl)n1,Clc1cc(N2CCOCC2)nc(N2CC3OCCOC3C2)n1,CCN(CC)CC.[I-].[Na+],C1CCOC1.CCO,0.5234
train22098,O=C1Nc2c(c(C3CCNCC3)nn2C(c2ccccc2)c2ccccc2)[C@H](C(F)(F)F)[C@@H]1O,Fc1ccc(C(F)(F)F)nc1,O=C1Nc2c(c(C3CCN(c4ccc(C(F)(F)F)nc4)CC3)nn2C(c2ccccc2)c2ccccc2)[C@H](C(F)(F)F)[C@@H]1O,C1CCC2=NCCCN2CC1,CS(C)=O,0.75
train22099,c1c(N2CCC2)nc2cc(C3CCCCN3)nn2c1N1CCOCC1,Clc1ccc2ncnc(Cl)c2c1,Clc1ccc2ncnc(N3CCCCC3c3cc4nc(N5CCC5)cc(N5CCOCC5)n4n3)c2c1,CCN(C(C)C)C(C)C.O=C(O)C(F)(F)F,COCCO,0.85
train22100,c1c(N2CCC2)nc2cc(C3CCCCN3)nn2c1N1CCOCC1,Cc1ccc2nc(Cl)nc(Cl)c2c1,Cc1ccc2nc(Cl)nc(N3CCCCC3c3cc4nc(N5CCC5)cc(N5CCOCC5)n4n3)c2c1,CCN(CC)CC,CCO,0.69
train22101,c1c(N2CCC2)nc2cc(C3CCCCN3)nn2c1N1CCOCC1,Clc1nc(Cl)c2cccnc2n1,Clc1nc(N2CCCCC2c2cc3nc(N4CCC4)cc(N4CCOCC4)n3n2)c2cccnc2n1,CCN(CC)CC,CCO,0.27
train22102,c1c(N2CCC2)nc2cc(C3CCCCN3)nn2c1N1CCOCC1,Clc1ccc2nc(Cl)nc(Cl)c2c1,Clc1ccc2nc(Cl)nc(N3CCCCC3c3cc4nc(N5CCC5)cc(N5CCOCC5)n4n3)c2c1,CCN(C(C)C)C(C)C,COCCO,0.49
train22103,c1c(N2CCC2)nc2cc(C3CCCCN3)nn2c1N1CCOCC1,Clc1cccc2ncnc(Cl)c12,Clc1cccc2ncnc(N3CCCCC3c3cc4nc(N5CCC5)cc(N5CCOCC5)n4n3)c12,CCN(C(C)C)C(C)C,COCCO,0.57
train22104,CC(C)(C)OC(=O)N1CCNCC1,CN(C)c1cc(Cl)nc(Cl)n1,CN(C)c1cc(Cl)nc(N2CCN(C(=O)OC(C)(C)C)CC2)n1,CCN(C(C)C)C(C)C,CCCCO,0.72
train22105,CC(C)(C)OC(=O)N1CCNCC1,Clc1cc(N2CCCC2)nc(Cl)n1,CC(C)(C)OC(=O)N1CCN(c2nc(Cl)cc(N3CCCC3)n2)CC1,CCN(C(C)C)C(C)C,CCCCO,0.68
train22106,CC(C)(C)OC(=O)N1CCNCC1,Clc1cc(N2CCOCC2)nc(Cl)n1,CC(C)(C)OC(=O)N1CCN(c2nc(Cl)cc(N3CCOCC3)n2)CC1,CCN(C(C)C)C(C)C,CCCCO,0.77
train22107,CC(C)(C)OC(=O)N1CCNCC1,Clc1cc(N2CCCCC2)nc(Cl)n1,CC(C)(C)OC(=O)N1CCN(c2nc(Cl)cc(N3CCCCC3)n2)CC1,CCN(C(C)C)C(C)C,CCCCO,0.68
train22108,C1CCNCC1,Clc1cc(Cl)nc(Cl)n1,Clc1cc(N2CCCCC2)nc(Cl)n1,CCN(CC)CC,CCO,0.71
train22109,C1CCNCC1,Clc1cc(Cl)nc(Cl)n1,Clc1cc(N2CCCCC2)nc(Cl)n1,CCN(C(C)C)C(C)C,ClCCl,0.67
train22110,CC(C)(C)OC(=O)N1CCNCC1,O=C(OCc1ccccc1)N1CCN(c2cc(Cl)nc(Cl)n2)CC1,CC(C)(C)OC(=O)N1CCN(c2nc(Cl)cc(N3CCN(C(=O)OCc4ccccc4)CC3)n2)CC1,CCN(C(C)C)C(C)C,CCCCO,0.63
train22111,CNC(C)(C)C,Clc1cc(Cl)nc(Cl)n1,CN(c1cc(Cl)nc(Cl)n1)C(C)(C)C,CCN(C(C)C)C(C)C,CCO,0.26
train22112,CC(C)(C)OC(=O)N1CCNCC1,Cc1cc(Cl)nc(Cl)n1,Cc1cc(N2CCN(C(=O)OC(C)(C)C)CC2)nc(Cl)n1,CCN(C(C)C)C(C)C,C1CCOC1,0.94
train22113,CC(C)(C)OC(=O)N1CCNCC1,Cc1cc(Cl)nc(Cl)n1,Cc1cc(N2CCN(C(=O)OC(C)(C)C)CC2)nc(Cl)n1,CCN(CC)CC,CN(C)C=O,0.833
train22114,CC(C)(C)OC(=O)N1CCNCC1,Cc1cc(Cl)nc(Cl)n1,Cc1cc(N2CCN(C(=O)OC(C)(C)C)CC2)nc(Cl)n1,CCN(C(C)C)C(C)C,CCCCO,0.26
train22115,CC(C)[C@H]1COC(=O)N1,Clc1nsc(Cl)n1,CC(C)[C@H]1COC(=O)N1c1nc(Cl)ns1,[H-].[Na+],C1CCOC1,0.61
train22116,CCS(=O)(=O)c1ccccc1C(=O)N1CCNCC1,Clc1nc2cccc(Cl)c2s1,CCS(=O)(=O)c1ccccc1C(=O)N1CCN(c2nc3cccc(Cl)c3s2)CC1,O=C([O-])O.[Na+],CCO.O,0.46
train22117,CCS(=O)(=O)c1ccccc1C(=O)N1CCNCC1,Clc1ccc2nc(Cl)sc2c1,CCS(=O)(=O)c1ccccc1C(=O)N1CCN(c2nc3ccc(Cl)cc3s2)CC1,O=C([O-])O.[Na+],CCO.O,0.65
train22118,CN1CCNCC1,Cc1cc(Cl)nc(NC(=N)Nc2ccc(Cl)c(Cl)c2)n1,Cc1cc(N2CCN(C)CC2)nc(NC(=N)Nc2ccc(Cl)c(Cl)c2)n1,CCN(C(C)C)C(C)C,CC(=O)N(C)C,0.45
train22119,CNC,Cc1cc(Cl)nc(NC(=N)Nc2ccc(Cl)c(Cl)c2)n1,Cc1cc(N(C)C)nc(NC(=N)Nc2ccc(Cl)c(Cl)c2)n1,CCN(C(C)C)C(C)C,C1CCOC1.CC(=O)N(C)C,0.185
train22120,C1COCCN1,Cc1cc(Cl)nc(NC(=N)Nc2ccc(Cl)c(Cl)c2)n1,Cc1cc(N2CCOCC2)nc(NC(=N)Nc2ccc(Cl)c(Cl)c2)n1,Oc1ccncc1,CC(=O)N(C)C,0.2
train22121,CNCCN(C)C,COc1cc(C2CCN(S(C)(=O)=O)CC2)ccc1Nc1ncc(C(F)(F)F)c(Nc2ccc(F)c([N+](=O)[O-])c2)n1,COc1cc(C2CCN(S(C)(=O)=O)CC2)ccc1Nc1ncc(C(F)(F)F)c(Nc2ccc(N(C)CCN(C)C)c([N+](=O)[O-])c2)n1,CCN(C(C)C)C(C)C,CN(C)C=O,0.826
train22122,CNCCN(C)C,COc1cc(OCCS(C)(=O)=O)ccc1Nc1ncc(C(F)(F)F)c(Nc2cc([N+](=O)[O-])c(F)cc2OC)n1,COc1cc(OCCS(C)(=O)=O)ccc1Nc1ncc(C(F)(F)F)c(Nc2cc([N+](=O)[O-])c(N(C)CCN(C)C)cc2OC)n1,CCN(C(C)C)C(C)C,CN(C)C=O,0.75
train22123,CNCCN(C)C,COc1cc(NCCS(C)(=O)=O)ccc1Nc1ncc(C(F)(F)F)c(Nc2cc([N+](=O)[O-])c(F)cc2OC)n1,COc1cc(NCCS(C)(=O)=O)ccc1Nc1ncc(C(F)(F)F)c(Nc2cc([N+](=O)[O-])c(N(C)CCN(C)C)cc2OC)n1,CCN(C(C)C)C(C)C,CN(C)C=O,0.609
train22124,CNCCN(C)C,COc1cc(OCCNS(C)(=O)=O)ccc1Nc1ncc(C(F)(F)F)c(Nc2cc([N+](=O)[O-])c(F)cc2OC)n1,COc1cc(OCCNS(C)(=O)=O)ccc1Nc1ncc(C(F)(F)F)c(Nc2cc([N+](=O)[O-])c(N(C)CCN(C)C)cc2OC)n1,CCN(C(C)C)C(C)C,CN(C)C=O,0.497
train22125,CNCCN(C)C,COc1cc(OCCCS(C)(=O)=O)ccc1Nc1ncc(C(F)(F)F)c(Nc2cc([N+](=O)[O-])c(F)cc2OC)n1,COc1cc(OCCCS(C)(=O)=O)ccc1Nc1ncc(C(F)(F)F)c(Nc2cc([N+](=O)[O-])c(N(C)CCN(C)C)cc2OC)n1,CCN(C(C)C)C(C)C,CN(C)C=O,0.684
train22126,CNCCN(C)C,COc1cc(NC2CCOC2)ccc1Nc1ncc(C(F)(F)F)c(Nc2cc([N+](=O)[O-])c(F)cc2OC)n1,COc1cc(NC2CCOC2)ccc1Nc1ncc(C(F)(F)F)c(Nc2cc([N+](=O)[O-])c(N(C)CCN(C)C)cc2OC)n1,CCN(C(C)C)C(C)C,CN(C)C=O,0.46
train22127,CNCCN(C)C,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ccc(C(F)(F)F)c(Nc2ccc(F)c([N+](=O)[O-])c2)n1,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ccc(C(F)(F)F)c(Nc2ccc(N(C)CCN(C)C)c([N+](=O)[O-])c2)n1,CCN(C(C)C)C(C)C,CN(C)C=O,0.754
train22128,CNCCN(C)C,COc1ccccc1Nc1ncc(C(F)(F)F)c(Nc2cc([N+](=O)[O-])c(F)cc2OC)n1,COc1ccccc1Nc1ncc(C(F)(F)F)c(Nc2cc([N+](=O)[O-])c(N(C)CCN(C)C)cc2OC)n1,CCN(C(C)C)C(C)C,CN(C)C=O,0.68
train22129,CNCCN(C)C,COc1cc(N2CCOCC2)ccc1Nc1ncc(C(F)(F)F)c(Nc2cc([N+](=O)[O-])c(F)cc2OC)n1,COc1cc(N2CCOCC2)ccc1Nc1ncc(C(F)(F)F)c(Nc2cc([N+](=O)[O-])c(N(C)CCN(C)C)cc2OC)n1,CCN(C(C)C)C(C)C,CN(C)C=O,0.841
train22130,CNCCN(C)C,COc1cc(C2CCN(C)C(=O)C2)ccc1Nc1ncc(C(F)(F)F)c(Nc2cc([N+](=O)[O-])c(F)cc2OC)n1,COc1cc(C2CCN(C)C(=O)C2)ccc1Nc1ncc(C(F)(F)F)c(Nc2cc([N+](=O)[O-])c(N(C)CCN(C)C)cc2OC)n1,CCN(C(C)C)C(C)C,CN(C)C=O,0.845
train22131,C1CCNC1,[O-][n+]1nc(-c2ccc(Cl)cc2Cl)ccc1Cl,[O-][n+]1nc(-c2ccc(Cl)cc2Cl)ccc1N1CCCC1,O=C([O-])[O-].[K+].[K+],C1CCOC1,0.49
train22132,CNC,CC1(C)O[C@H]2[C@H](n3cnc4c(Cl)nc(Cl)nc43)[C@H]3C[C@@]3(CO[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H]2O1,CN(C)c1nc(Cl)nc2c1ncn2[C@H]1[C@@H]2OC(C)(C)O[C@@H]2[C@]2(CO[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)C[C@H]12,CCN(CC)CC,CO,0.84
train22133,C[C@@H]1CNCCN1C(=O)OC(C)(C)C,Brc1ccc(Br)nc1,C[C@@H]1CN(c2ccc(Br)cn2)CCN1C(=O)OC(C)(C)C,CC(C)(C)[O-].CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Na+].[Pd].[Pd],Cc1ccccc1.Cc1ccccc1,0.73
train22134,CC(CNCc1ccccc1)NC(=O)OC(C)(C)C,CC(=O)c1cc(F)cnc1F,CC(=O)c1cc(F)cnc1N(Cc1ccccc1)CC(C)NC(=O)OC(C)(C)C,CCN(C(C)C)C(C)C,CN1CCCC1=O,0.63
train22135,COC(=O)C1NCCCC1NC(=O)OC(C)(C)C,N#Cc1ncc(Cl)nc1Cl,COC(=O)C1C(NC(=O)OC(C)(C)C)CCCN1c1cnc(C#N)c(Cl)n1,CCN(C(C)C)C(C)C,CN(C)C=O,0.83
train22136,CN[C@H]1CCCN(C(=O)OC(C)(C)C)C1,N#Cc1ncc(Cl)nc1Cl,CN(c1cnc(C#N)c(Cl)n1)[C@H]1CCCN(C(=O)OC(C)(C)C)C1,CCN(C(C)C)C(C)C,CN(C)C=O,0.71
train22137,C[C@H]1NCCC[C@H]1n1ccc2cc(C3CC3)ccc2c1=O,N#Cc1ncc(Cl)nc1Cl,C[C@@H]1[C@H](n2ccc3cc(C4CC4)ccc3c2=O)CCCN1c1cnc(C#N)c(Cl)n1,CCN(C(C)C)C(C)C,CCO,0.79
train22138,C[C@@H]1CNC[C@@H](NC(=O)OC(C)(C)C)C1,N#Cc1ncc(Cl)nc1Cl,CC1CC(NC(=O)OC(C)(C)C)CN(c2cnc(C#N)c(Cl)n2)C1,CCN(C(C)C)C(C)C,CCO,0.9
train22139,Cc1ccc(-c2cnc([C@@H]3CCCN[C@@H]3C)[nH]2)cc1,N#Cc1ncc(Cl)nc1Cl,Cc1ccc(-c2cnc([C@@H]3CCCN(c4cnc(C#N)c(Cl)n4)[C@@H]3C)[nH]2)cc1,CCN(C(C)C)C(C)C,CN(C)C=O,0.77
train22140,O=C1OC2(CCCNC2)CN1c1ccc(C2CC2)cc1,N#Cc1ncc(Cl)nc1Cl,N#Cc1ncc(N2CCCC3(C2)CN(c2ccc(C4CC4)cc2)C(=O)O3)nc1Cl,CCN(C(C)C)C(C)C,CN(C)C=O,0.66
train22141,c1ccc(-c2cnc(C3CCCNC3)[nH]2)cc1,N#Cc1ncc(Cl)nc1Cl,N#Cc1ncc(N2CCCC(c3ncc(-c4ccccc4)[nH]3)C2)nc1Cl,CCN(C(C)C)C(C)C,CN(C)C=O,0.47
